|  ion |        wave | NIST | amplitude | Instr |          Source |
|  ThI | 4917.193576 |    1 |      4566 |    32 | Louis_Pepe_2007 |
| ThII | 4918.837575 |    1 |      2348 |    32 | Louis_Pepe_2007 |
| ThII | 4918.904751 |    1 |       490 |    32 | Louis_Pepe_2007 |
| ThII | 4921.189537 |    1 |    630752 |    32 | Louis_Pepe_2007 |
|  ThI | 4921.391157 |    1 |    118239 |    32 | Louis_Pepe_2007 |
|  ThI | 4921.430908 |    1 |     29039 |    32 | Louis_Pepe_2007 |
|  ThI | 4921.997241 |    1 |    119204 |    32 | Louis_Pepe_2007 |
| ThII | 4922.988767 |    1 |     44688 |    32 | Louis_Pepe_2007 |
| ThII | 4924.319249 |    1 |     16656 |    32 | Louis_Pepe_2007 |
|  ThI | 4925.621611 |    1 |     12035 |    32 | Louis_Pepe_2007 |
| ThII | 4925.797603 |    1 |     27128 |    32 | Louis_Pepe_2007 |
| ThII | 4926.174403 |    1 |      3505 |    32 | Louis_Pepe_2007 |
|  ThI |  4926.26473 |    1 |      2568 |    32 | Louis_Pepe_2007 |
| ThII |  4926.37182 |    1 |      3248 |    32 | Louis_Pepe_2007 |
|  ThI | 4926.436826 |    1 |      2572 |    32 | Louis_Pepe_2007 |
|  ThI | 4926.712053 |    1 |      2992 |    32 | Louis_Pepe_2007 |
| ThII | 4926.799737 |    1 |     11628 |    32 | Louis_Pepe_2007 |
|  ThI |  4927.62975 |    1 |      6029 |    32 | Louis_Pepe_2007 |
|  ThI | 4928.675162 |    1 |     34934 |    32 | Louis_Pepe_2007 |
| ThII | 4928.960192 |    1 |      2630 |    32 | Louis_Pepe_2007 |
|  ThI | 4929.977285 |    1 |      3533 |    32 | Louis_Pepe_2007 |
|  ThI | 4930.057655 |    1 |     10781 |    32 | Louis_Pepe_2007 |
|  ThI | 4930.461654 |    1 |     40595 |    32 | Louis_Pepe_2007 |
| ThII |  4930.75015 |    1 |      3060 |    32 | Louis_Pepe_2007 |
| ThII | 4931.362592 |    1 |     16479 |    32 | Louis_Pepe_2007 |
|  ThI | 4932.427584 |    1 |      4589 |    32 | Louis_Pepe_2007 |
| ThII | 4933.719974 |    1 |      1302 |    32 | Louis_Pepe_2007 |
| ThII | 4933.905971 |    1 |      3838 |    32 | Louis_Pepe_2007 |
|  ThI | 4934.385272 |    1 |      5942 |    32 | Louis_Pepe_2007 |
| ArII | 4934.586732 |    1 |    451028 |    32 | Louis_Pepe_2007 |
| ThII | 4934.856189 |    1 |      3136 |    32 | Louis_Pepe_2007 |
| ThII | 4934.941652 |    1 |      4663 |    32 | Louis_Pepe_2007 |
|  ThI | 4935.707905 |    1 |      5807 |    32 | Louis_Pepe_2007 |
| ThII | 4935.912335 |    1 |      1151 |    32 | Louis_Pepe_2007 |
|  ThI |   4936.5514 |    1 |      2204 |    32 | Louis_Pepe_2007 |
|  ThI | 4937.306274 |    1 |      8307 |    32 | Louis_Pepe_2007 |
| ArII | 4937.465652 |    1 |      4706 |    32 | Louis_Pepe_2007 |
|  ThI | 4938.152816 |    1 |    168215 |    32 | Louis_Pepe_2007 |
|  ThI | 4938.267229 |    1 |      9495 |    32 | Louis_Pepe_2007 |
|  ThI | 4939.207493 |    1 |    251385 |    32 | Louis_Pepe_2007 |
|  ThI | 4939.582741 |    1 |      7940 |    32 | Louis_Pepe_2007 |
|  ThI | 4939.664867 |    1 |     16377 |    32 | Louis_Pepe_2007 |
|  ThI | 4939.976937 |    1 |     10757 |    32 | Louis_Pepe_2007 |
|  ThI | 4940.438989 |    1 |      7839 |    32 | Louis_Pepe_2007 |
|  ThI | 4940.649132 |    1 |     19321 |    32 | Louis_Pepe_2007 |
|  ThI | 4941.020346 |    1 |    546458 |    32 | Louis_Pepe_2007 |
|  ThI | 4941.436943 |    1 |      4305 |    32 | Louis_Pepe_2007 |
|  ThI | 4942.287333 |    1 |      7129 |    32 | Louis_Pepe_2007 |
|  ThI | 4942.794904 |    1 |     19035 |    32 | Louis_Pepe_2007 |
| ArII | 4944.300401 |    1 |     44780 |    32 | Louis_Pepe_2007 |
|  ThI | 4944.443151 |    1 |    454272 |    32 | Louis_Pepe_2007 |
| ThII | 4947.240194 |    1 |      2401 |    32 | Louis_Pepe_2007 |
|  ThI | 4947.484069 |    1 |      2699 |    32 | Louis_Pepe_2007 |
| ThII | 4948.043427 |    1 |    142520 |    32 | Louis_Pepe_2007 |
|  ThI | 4948.800801 |    1 |     12690 |    32 | Louis_Pepe_2007 |
|  ThI | 4950.346095 |    1 |      4140 |    32 | Louis_Pepe_2007 |
| ArII | 4950.778818 |    1 |      9954 |    32 | Louis_Pepe_2007 |
| ThII | 4951.339398 |    1 |      1794 |    32 | Louis_Pepe_2007 |
|  ThI | 4951.632889 |    1 |     35926 |    32 | Louis_Pepe_2007 |
| ThII | 4952.008015 |    1 |     58166 |    32 | Louis_Pepe_2007 |
|  ThI | 4954.072472 |    1 |     24887 |    32 | Louis_Pepe_2007 |
|  ThI | 4954.914523 |    1 |      6067 |    32 | Louis_Pepe_2007 |
|  ThI | 4955.313376 |    1 |      5342 |    32 | Louis_Pepe_2007 |
| ThII |  4955.93978 |    1 |     16524 |    32 | Louis_Pepe_2007 |
| ThII | 4956.044507 |    1 |     16833 |    32 | Louis_Pepe_2007 |
|  ThI | 4958.023823 |    1 |      7376 |    32 | Louis_Pepe_2007 |
|  ThI | 4959.480998 |    1 |     23612 |    32 | Louis_Pepe_2007 |
| ThII | 4960.108787 |    1 |      8294 |    32 | Louis_Pepe_2007 |
|  ThI | 4960.199843 |    1 |      1807 |    32 | Louis_Pepe_2007 |
|  ThI |  4960.73342 |    1 |      4348 |    32 | Louis_Pepe_2007 |
| ThII | 4961.879821 |    1 |     13052 |    32 | Louis_Pepe_2007 |
|  ThI | 4962.767315 |    1 |      7386 |    32 | Louis_Pepe_2007 |
|  ThI | 4963.111195 |    1 |     56709 |    32 | Louis_Pepe_2007 |
|  ThI | 4963.447179 |    1 |      8894 |    32 | Louis_Pepe_2007 |
|  ThI | 4963.856282 |    1 |      4421 |    32 | Louis_Pepe_2007 |
| ThII | 4964.573469 |    1 |     18591 |    32 | Louis_Pepe_2007 |
| ThII | 4965.504232 |    1 |     15203 |    32 | Louis_Pepe_2007 |
|  ThI | 4965.645742 |    1 |     10996 |    32 | Louis_Pepe_2007 |
|  ThI | 4967.117889 |    1 |    145055 |    32 | Louis_Pepe_2007 |
|  ThI | 4968.719392 |    1 |      2668 |    32 | Louis_Pepe_2007 |
|  ThI | 4969.040795 |    1 |      5882 |    32 | Louis_Pepe_2007 |
| ThII | 4970.142111 |    1 |     42749 |    32 | Louis_Pepe_2007 |
| ThII | 4971.414337 |    1 |      9074 |    32 | Louis_Pepe_2007 |
|  ThI | 4971.465737 |    1 |     62931 |    32 | Louis_Pepe_2007 |
|  ThI | 4974.144065 |    1 |      7444 |    32 | Louis_Pepe_2007 |
| ThII | 4974.776973 |    1 |     10933 |    32 | Louis_Pepe_2007 |
|  ThI | 4976.480167 |    1 |      6820 |    32 | Louis_Pepe_2007 |
|  ThI | 4976.912139 |    1 |      1918 |    32 | Louis_Pepe_2007 |
| ThII | 4977.337065 |    1 |      9361 |    32 | Louis_Pepe_2007 |
| ThII | 4977.982582 |    1 |      5489 |    32 | Louis_Pepe_2007 |
|  ThI |  4978.78023 |    1 |      9204 |    32 | Louis_Pepe_2007 |
|  ThI | 4978.912964 |    1 |      2761 |    32 | Louis_Pepe_2007 |
|  ThI | 4979.615645 |    1 |      2696 |    32 | Louis_Pepe_2007 |
|  ThI | 4981.575412 |    1 |    143703 |    32 | Louis_Pepe_2007 |
|  ThI | 4982.145652 |    1 |      9070 |    32 | Louis_Pepe_2007 |
| ThII | 4982.339959 |    1 |     20828 |    32 | Louis_Pepe_2007 |
|  ThI | 4983.264467 |    1 |      2701 |    32 | Louis_Pepe_2007 |
|  ThI | 4983.877057 |    1 |    262655 |    32 | Louis_Pepe_2007 |
|  ThI | 4986.762914 |    1 |    538406 |    32 | Louis_Pepe_2007 |
|  ThI |  4987.33883 |    1 |     20889 |    32 | Louis_Pepe_2007 |
| ThII | 4987.726632 |    1 |      2260 |    32 | Louis_Pepe_2007 |
| ThII | 4988.538079 |    1 |     20372 |    32 | Louis_Pepe_2007 |
|  ThI | 4990.700311 |    1 |    167228 |    32 | Louis_Pepe_2007 |
|  ThI | 4992.599066 |    1 |      5078 |    32 | Louis_Pepe_2007 |
|  ThI | 4993.518178 |    1 |     17476 |    32 | Louis_Pepe_2007 |
|  ThI | 4993.768018 |    1 |      2657 |    32 | Louis_Pepe_2007 |
|  ThI | 4994.026301 |    1 |     11914 |    32 | Louis_Pepe_2007 |
|  ThI | 4995.142265 |    1 |     98344 |    32 | Louis_Pepe_2007 |
|  ThI | 4995.499146 |    1 |     29592 |    32 | Louis_Pepe_2007 |
| ThII | 4998.719148 |    1 |      1863 |    32 | Louis_Pepe_2007 |
|  ThI | 4998.959112 |    1 |      2981 |    32 | Louis_Pepe_2007 |
| ThII | 4999.062101 |    1 |      4111 |    32 | Louis_Pepe_2007 |
|  ThI | 5000.439279 |    1 |      2688 |    32 | Louis_Pepe_2007 |
| ThII |  5000.50114 |    1 |      2057 |    32 | Louis_Pepe_2007 |
|  ThI | 5000.634629 |    1 |      5165 |    32 | Louis_Pepe_2007 |
| ThII | 5001.335057 |    1 |     12248 |    32 | Louis_Pepe_2007 |
|  ThI |  5001.64147 |    1 |     19836 |    32 | Louis_Pepe_2007 |
|  ThI | 5002.837848 |    1 |      4127 |    32 | Louis_Pepe_2007 |
|  ThI | 5003.492694 |    1 |   1407727 |    32 | Louis_Pepe_2007 |
|  ThI | 5004.290464 |    1 |      6447 |    32 | Louis_Pepe_2007 |
|  ThI | 5004.994433 |    1 |     67023 |    32 | Louis_Pepe_2007 |
|  ThI | 5005.252375 |    1 |      9896 |    32 | Louis_Pepe_2007 |
|  ThI | 5005.397622 |    1 |     15697 |    32 | Louis_Pepe_2007 |
|  ThI |  5005.52365 |    1 |     48085 |    32 | Louis_Pepe_2007 |
|  ThI | 5006.729605 |    1 |      2949 |    32 | Louis_Pepe_2007 |
|  ThI | 5007.372982 |    1 |      6719 |    32 | Louis_Pepe_2007 |
|  ThI | 5007.804882 |    1 |      2417 |    32 | Louis_Pepe_2007 |
| ThII | 5009.586665 |    1 |      5491 |    32 | Louis_Pepe_2007 |
| ArII |  5010.73256 |    1 |    504971 |    32 | Louis_Pepe_2007 |
|  ThI | 5011.332504 |    1 |     12515 |    32 | Louis_Pepe_2007 |
|  ThI | 5011.814839 |    1 |     12192 |    32 | Louis_Pepe_2007 |
|  ThI | 5012.875767 |    1 |     17747 |    32 | Louis_Pepe_2007 |
|  ThI | 5013.672663 |    1 |      4064 |    32 | Louis_Pepe_2007 |
|  ThI | 5015.582587 |    1 |      4222 |    32 | Louis_Pepe_2007 |
|  ThI | 5015.847373 |    1 |      5053 |    32 | Louis_Pepe_2007 |
| ThII | 5017.289005 |    1 |     39990 |    32 | Louis_Pepe_2007 |
|  ThI | 5017.934587 |    1 |     32335 |    32 | Louis_Pepe_2007 |
|  ThI | 5018.908378 |    1 |     77753 |    32 | Louis_Pepe_2007 |
|  ThI |  5019.15921 |    1 |      8350 |    32 | Louis_Pepe_2007 |
|  ThI | 5019.275977 |    1 |      7194 |    32 | Louis_Pepe_2007 |
|  ThI | 5019.453407 |    1 |     28032 |    32 | Louis_Pepe_2007 |
|  ThI | 5021.206127 |    1 |    369922 |    32 | Louis_Pepe_2007 |
|  ThI | 5022.653267 |    1 |     15133 |    32 | Louis_Pepe_2007 |
| ThII |  5023.15721 |    1 |      2278 |    32 | Louis_Pepe_2007 |
|  ThI | 5023.405636 |    1 |     91947 |    32 | Louis_Pepe_2007 |
|  ThI |  5023.47983 |    1 |      3261 |    32 | Louis_Pepe_2007 |
|  ThI | 5024.882499 |    1 |     14086 |    32 | Louis_Pepe_2007 |
|  ThI | 5025.109524 |    1 |     39749 |    32 | Louis_Pepe_2007 |
| ThII | 5027.262589 |    1 |      2542 |    32 | Louis_Pepe_2007 |
|  ThI | 5027.559071 |    1 |      2383 |    32 | Louis_Pepe_2007 |
|  ThI | 5028.356713 |    1 |      9792 |    32 | Louis_Pepe_2007 |
|  ThI | 5028.427204 |    1 |      2181 |    32 | Louis_Pepe_2007 |
|  ThI | 5030.056374 |    1 |    619809 |    32 | Louis_Pepe_2007 |
|  ThI |  5030.41416 |    1 |     25304 |    32 | Louis_Pepe_2007 |
| ThII | 5031.032606 |    1 |     13890 |    32 | Louis_Pepe_2007 |
|  ThI | 5031.294317 |    1 |    181847 |    32 | Louis_Pepe_2007 |
|  ThI | 5032.548238 |    1 |      3999 |    32 | Louis_Pepe_2007 |
|  ThI | 5033.217454 |    1 |      7080 |    32 | Louis_Pepe_2007 |
| ThII | 5034.715478 |    1 |      1757 |    32 | Louis_Pepe_2007 |
|  ThI | 5035.696166 |    1 |      9215 |    32 | Louis_Pepe_2007 |
|  ThI | 5036.870732 |    1 |      1565 |    32 | Louis_Pepe_2007 |
|  ThI | 5038.133637 |    1 |     16627 |    32 | Louis_Pepe_2007 |
| ThII | 5038.690343 |    1 |      2530 |    32 | Louis_Pepe_2007 |
|  ThI | 5039.705082 |    1 |     15593 |    32 | Louis_Pepe_2007 |
|  ThI | 5040.635732 |    1 |    812562 |    32 | Louis_Pepe_2007 |
|  ThI | 5040.931889 |    1 |     46288 |    32 | Louis_Pepe_2007 |
|  ThI | 5042.086459 |    1 |     33429 |    32 | Louis_Pepe_2007 |
|  ThI | 5042.528222 |    1 |     42734 |    32 | Louis_Pepe_2007 |
|  ThI | 5044.921892 |    1 |     19476 |    32 | Louis_Pepe_2007 |
|  ThI | 5045.749648 |    1 |      3376 |    32 | Louis_Pepe_2007 |
|  ThI | 5046.655126 |    1 |    159068 |    32 | Louis_Pepe_2007 |
|  ThI | 5048.451031 |    1 |    365758 |    32 | Louis_Pepe_2007 |
|  ThI | 5048.529951 |    1 |      4385 |    32 | Louis_Pepe_2007 |
| ThII | 5048.833547 |    1 |     11790 |    32 | Louis_Pepe_2007 |
|  ThI | 5050.343949 |    1 |     76327 |    32 | Louis_Pepe_2007 |
| ThII |  5051.20512 |    1 |    302322 |    32 | Louis_Pepe_2007 |
|  ThI | 5051.392127 |    1 |     11532 |    32 | Louis_Pepe_2007 |
|  ThI | 5051.440225 |    1 |      8123 |    32 | Louis_Pepe_2007 |
|  ThI | 5052.192554 |    1 |    393037 |    32 | Louis_Pepe_2007 |
|  ThI | 5052.492331 |    1 |      6916 |    32 | Louis_Pepe_2007 |
| ThII |  5052.75028 |    1 |      3173 |    32 | Louis_Pepe_2007 |
|  ThI | 5053.297195 |    1 |    148762 |    32 | Louis_Pepe_2007 |
|  ThI | 5053.495099 |    1 |      2974 |    32 | Louis_Pepe_2007 |
|  ThI | 5053.862744 |    1 |      1819 |    32 | Louis_Pepe_2007 |
|  ThI | 5053.995885 |    1 |      7635 |    32 | Louis_Pepe_2007 |
|  ThI |  5054.26623 |    1 |      1816 |    32 | Louis_Pepe_2007 |
|  ThI | 5055.281927 |    1 |      7254 |    32 | Louis_Pepe_2007 |
|  ThI |  5055.44354 |    1 |      2468 |    32 | Louis_Pepe_2007 |
|  ThI | 5056.629331 |    1 |     28865 |    32 | Louis_Pepe_2007 |
| ThII | 5056.757167 |    1 |    110676 |    32 | Louis_Pepe_2007 |
|  ThI |  5057.09412 |    1 |      5686 |    32 | Louis_Pepe_2007 |
|  ThI |  5057.60913 |    1 |      3776 |    32 | Louis_Pepe_2007 |
|  ThI |  5058.18134 |    1 |      3233 |    32 | Louis_Pepe_2007 |
| ThII | 5059.396486 |    1 |    102140 |    32 | Louis_Pepe_2007 |
|  ThI | 5059.771257 |    1 |     91327 |    32 | Louis_Pepe_2007 |
|  ThI | 5061.161972 |    1 |      3327 |    32 | Louis_Pepe_2007 |
|  ThI | 5061.271645 |    1 |    260141 |    32 | Louis_Pepe_2007 |
|  ArI | 5061.490638 |    1 |    112185 |    32 | Louis_Pepe_2007 |
| ThII | 5062.633466 |    1 |     16015 |    32 | Louis_Pepe_2007 |
|  ThI | 5063.067277 |    1 |     80876 |    32 | Louis_Pepe_2007 |
|  ThI | 5063.907416 |    1 |      4585 |    32 | Louis_Pepe_2007 |
|  ThI | 5064.343902 |    1 |     46334 |    32 | Louis_Pepe_2007 |
|  ThI |   5064.9263 |    1 |    104310 |    32 | Louis_Pepe_2007 |
|  ThI | 5065.076547 |    1 |      1314 |    32 | Louis_Pepe_2007 |
|  ThI | 5065.411263 |    1 |     72755 |    32 | Louis_Pepe_2007 |
|  ThI | 5065.463455 |    1 |     17405 |    32 | Louis_Pepe_2007 |
|  ThI | 5066.013691 |    1 |    524318 |    32 | Louis_Pepe_2007 |
|  ThI |  5066.35693 |    1 |    576838 |    32 | Louis_Pepe_2007 |
|  ThI |  5066.60417 |    1 |    325229 |    32 | Louis_Pepe_2007 |
|  ThI | 5067.547767 |    1 |    132988 |    32 | Louis_Pepe_2007 |
|  ThI | 5068.189718 |    1 |     69166 |    32 | Louis_Pepe_2007 |
|  ThI | 5068.371875 |    1 |      5577 |    32 | Louis_Pepe_2007 |
|  ThI | 5068.550435 |    1 |     61350 |    32 | Louis_Pepe_2007 |
|  ThI | 5070.241521 |    1 |     26910 |    32 | Louis_Pepe_2007 |
|  ThI | 5070.363929 |    1 |      3673 |    32 | Louis_Pepe_2007 |
|  ThI | 5070.503847 |    1 |      4600 |    32 | Louis_Pepe_2007 |
|  ThI | 5070.748062 |    1 |     27480 |    32 | Louis_Pepe_2007 |
|  ThI | 5071.865397 |    1 |      4488 |    32 | Louis_Pepe_2007 |
|  ThI | 5072.192117 |    1 |      9034 |    32 | Louis_Pepe_2007 |
| ThII | 5073.891471 |    1 |       989 |    32 | Louis_Pepe_2007 |
| ThII | 5074.045423 |    1 |      3172 |    32 | Louis_Pepe_2007 |
|  ThI |   5074.2965 |    1 |      4468 |    32 | Louis_Pepe_2007 |
|  ThI | 5076.061413 |    1 |     19357 |    32 | Louis_Pepe_2007 |
| ThII | 5076.881251 |    1 |      9772 |    32 | Louis_Pepe_2007 |
| ThII | 5078.007913 |    1 |      1501 |    32 | Louis_Pepe_2007 |
| ThII | 5080.555414 |    1 |      2718 |    32 | Louis_Pepe_2007 |
|  ThI | 5082.862815 |    1 |     81412 |    32 | Louis_Pepe_2007 |
|  ThI | 5083.188292 |    1 |      2402 |    32 | Louis_Pepe_2007 |
|  ThI | 5083.504581 |    1 |      3581 |    32 | Louis_Pepe_2007 |
|  ThI |  5084.04002 |    1 |     14230 |    32 | Louis_Pepe_2007 |
|  ThI | 5085.454585 |    1 |      2452 |    32 | Louis_Pepe_2007 |
|  ThI | 5086.212804 |    1 |     14078 |    32 | Louis_Pepe_2007 |
|  ThI | 5086.411633 |    1 |     50172 |    32 | Louis_Pepe_2007 |
|  ThI | 5087.257317 |    1 |      5711 |    32 | Louis_Pepe_2007 |
|  ThI | 5087.594506 |    1 |      9961 |    32 | Louis_Pepe_2007 |
| ThII | 5090.637963 |    1 |      3690 |    32 | Louis_Pepe_2007 |
|  ThI |  5091.47065 |    1 |     31120 |    32 | Louis_Pepe_2007 |
|  ThI | 5095.968154 |    1 |      3399 |    32 | Louis_Pepe_2007 |
|  ThI | 5096.577073 |    1 |      2858 |    32 | Louis_Pepe_2007 |
|  ThI | 5096.646388 |    1 |      2033 |    32 | Louis_Pepe_2007 |
|  ThI | 5097.905358 |    1 |    401838 |    32 | Louis_Pepe_2007 |
|  ThI | 5099.065977 |    1 |      1863 |    32 | Louis_Pepe_2007 |
| ThII | 5099.464196 |    1 |     67001 |    32 | Louis_Pepe_2007 |
| ThII | 5100.078777 |    1 |      1422 |    32 | Louis_Pepe_2007 |
|  ThI | 5100.356278 |    1 |     25930 |    32 | Louis_Pepe_2007 |
|  ThI | 5100.452379 |    1 |     18870 |    32 | Louis_Pepe_2007 |
|  ThI | 5102.043024 |    1 |    418332 |    32 | Louis_Pepe_2007 |
|  ThI | 5102.551123 |    1 |     88276 |    32 | Louis_Pepe_2007 |
|  ThI | 5102.766913 |    1 |     10383 |    32 | Louis_Pepe_2007 |
| ThII | 5105.188031 |    1 |      2862 |    32 | Louis_Pepe_2007 |
|  ThI | 5108.090461 |    1 |      7537 |    32 | Louis_Pepe_2007 |
|  ThI |  5111.15646 |    1 |     21812 |    32 | Louis_Pepe_2007 |
|  ThI | 5111.470184 |    1 |      8476 |    32 | Louis_Pepe_2007 |
|  ThI | 5111.977364 |    1 |     17400 |    32 | Louis_Pepe_2007 |
| ThII | 5112.284688 |    1 |     11076 |    32 | Louis_Pepe_2007 |
|  ThI | 5112.485498 |    1 |     36787 |    32 | Louis_Pepe_2007 |
|  ThI | 5112.702183 |    1 |    150412 |    32 | Louis_Pepe_2007 |
|  ThI | 5113.103053 |    1 |      4661 |    32 | Louis_Pepe_2007 |
|  ThI |  5114.46908 |    1 |      3511 |    32 | Louis_Pepe_2007 |
|  ThI | 5114.719973 |    1 |     12085 |    32 | Louis_Pepe_2007 |
| ThII | 5114.805856 |    1 |     17935 |    32 | Louis_Pepe_2007 |
|  ThI | 5115.493399 |    1 |      6236 |    32 | Louis_Pepe_2007 |
|  ThI | 5116.469871 |    1 |    864378 |    32 | Louis_Pepe_2007 |
|  ThI | 5116.948965 |    1 |      3203 |    32 | Louis_Pepe_2007 |
|  ThI | 5121.294532 |    1 |      6344 |    32 | Louis_Pepe_2007 |
| ArII | 5122.907122 |    1 |      7156 |    32 | Louis_Pepe_2007 |
|  ThI | 5123.927156 |    1 |     41596 |    32 | Louis_Pepe_2007 |
| ThII | 5124.325529 |    1 |      1473 |    32 | Louis_Pepe_2007 |
|  ThI | 5126.726731 |    1 |      2056 |    32 | Louis_Pepe_2007 |
|  ThI | 5126.917805 |    1 |     34886 |    32 | Louis_Pepe_2007 |
|  ThI | 5127.378557 |    1 |    320386 |    32 | Louis_Pepe_2007 |
|  ThI | 5129.919359 |    1 |    134194 |    32 | Louis_Pepe_2007 |
|  ThI | 5130.631777 |    1 |      4762 |    32 | Louis_Pepe_2007 |
|  ThI | 5130.981949 |    1 |      6073 |    32 | Louis_Pepe_2007 |
|  ThI | 5131.087731 |    1 |      2191 |    32 | Louis_Pepe_2007 |
| ThII | 5131.276161 |    1 |      2721 |    32 | Louis_Pepe_2007 |
|  ThI | 5131.663902 |    1 |     14439 |    32 | Louis_Pepe_2007 |
| ThII |  5132.50283 |    1 |     12001 |    32 | Louis_Pepe_2007 |
|  ThI | 5133.422299 |    1 |      8163 |    32 | Louis_Pepe_2007 |
| ThII | 5133.671073 |    1 |      1885 |    32 | Louis_Pepe_2007 |
|  ThI |  5134.17169 |    1 |      6837 |    32 | Louis_Pepe_2007 |
|  ThI | 5135.180959 |    1 |      4123 |    32 | Louis_Pepe_2007 |
|  ThI | 5135.763352 |    1 |      1234 |    32 | Louis_Pepe_2007 |
|  ThI | 5136.000894 |    1 |      3005 |    32 | Louis_Pepe_2007 |
|  ThI |  5136.17708 |    1 |    289255 |    32 | Louis_Pepe_2007 |
|  ThI | 5137.018992 |    1 |      2325 |    32 | Louis_Pepe_2007 |
|  ThI | 5137.551761 |    1 |     12732 |    32 | Louis_Pepe_2007 |
|  ThI | 5138.905252 |    1 |     83068 |    32 | Louis_Pepe_2007 |
|  ThI | 5140.491438 |    1 |      4597 |    32 | Louis_Pepe_2007 |
| ThII |  5142.14986 |    1 |     22958 |    32 | Louis_Pepe_2007 |
|  ThI | 5142.205828 |    1 |     95927 |    32 | Louis_Pepe_2007 |
|  ThI | 5142.697138 |    1 |      7292 |    32 | Louis_Pepe_2007 |
| ThII | 5144.700312 |    1 |    101523 |    32 | Louis_Pepe_2007 |
|  ThI | 5145.246296 |    1 |     13628 |    32 | Louis_Pepe_2007 |
|  ThI | 5145.349365 |    1 |    296611 |    32 | Louis_Pepe_2007 |
| ThII | 5146.470845 |    1 |     34760 |    32 | Louis_Pepe_2007 |
| ArII | 5146.742043 |    1 |    397295 |    32 | Louis_Pepe_2007 |
|  ThI | 5147.489213 |    1 |     25535 |    32 | Louis_Pepe_2007 |
| ThII | 5148.518562 |    1 |      1374 |    32 | Louis_Pepe_2007 |
|  ThI | 5148.568597 |    1 |      8386 |    32 | Louis_Pepe_2007 |
| ThII | 5149.645837 |    1 |     30350 |    32 | Louis_Pepe_2007 |
|  ThI | 5150.641429 |    1 |     28370 |    32 | Louis_Pepe_2007 |
|  ThI | 5151.241944 |    1 |     11678 |    32 | Louis_Pepe_2007 |
| ThII | 5153.293496 |    1 |     19838 |    32 | Louis_Pepe_2007 |
| ArII | 5154.296309 |    1 |      5136 |    32 | Louis_Pepe_2007 |
| ThII | 5154.953095 |    1 |      3069 |    32 | Louis_Pepe_2007 |
|  ThI | 5155.677825 |    1 |    653354 |    32 | Louis_Pepe_2007 |
| ThII | 5156.333717 |    1 |      8955 |    32 | Louis_Pepe_2007 |
|  ThI |  5156.51889 |    1 |      3662 |    32 | Louis_Pepe_2007 |
|  ThI | 5158.862759 |    1 |      9166 |    32 | Louis_Pepe_2007 |
|  ThI | 5160.041727 |    1 |   1602191 |    32 | Louis_Pepe_2007 |
|  ThI | 5160.779673 |    1 |      2212 |    32 | Louis_Pepe_2007 |
|  ThI | 5160.890055 |    1 |     11712 |    32 | Louis_Pepe_2007 |
|  ThI | 5161.057057 |    1 |     35077 |    32 | Louis_Pepe_2007 |
|  ThI | 5162.977275 |    1 |    246257 |    32 | Louis_Pepe_2007 |
|  ArI | 5163.723767 |    1 |    700969 |    32 | Louis_Pepe_2007 |
|  ThI | 5163.993911 |    1 |      9007 |    32 | Louis_Pepe_2007 |
| ArII | 5164.184085 |    1 |     23226 |    32 | Louis_Pepe_2007 |
|  ThI | 5164.676175 |    1 |      4472 |    32 | Louis_Pepe_2007 |
|  ThI | 5164.896339 |    1 |    574443 |    32 | Louis_Pepe_2007 |
|  ThI | 5165.547959 |    1 |      7899 |    32 | Louis_Pepe_2007 |
|  ThI |  5165.64238 |    1 |      5307 |    32 | Louis_Pepe_2007 |
|  ThI | 5165.840011 |    1 |     20292 |    32 | Louis_Pepe_2007 |
|  ThI | 5166.416061 |    1 |      5638 |    32 | Louis_Pepe_2007 |
|  ThI | 5166.497552 |    1 |     14224 |    32 | Louis_Pepe_2007 |
|  ThI |  5167.04568 |    1 |      5779 |    32 | Louis_Pepe_2007 |
| ArII | 5167.211862 |    1 |     84832 |    32 | Louis_Pepe_2007 |
|  ThI | 5169.831974 |    1 |      9162 |    32 | Louis_Pepe_2007 |
|  ThI | 5170.025622 |    1 |     34867 |    32 | Louis_Pepe_2007 |
|  ThI |  5173.65465 |    1 |      1688 |    32 | Louis_Pepe_2007 |
|  ThI | 5173.919999 |    1 |      7360 |    32 | Louis_Pepe_2007 |
| ThII | 5174.358081 |    1 |      2732 |    32 | Louis_Pepe_2007 |
|  ThI | 5175.113018 |    1 |     76250 |    32 | Louis_Pepe_2007 |
|  ThI | 5175.282259 |    1 |     10066 |    32 | Louis_Pepe_2007 |
|  ThI | 5175.681421 |    1 |     15951 |    32 | Louis_Pepe_2007 |
|  ThI | 5175.811512 |    1 |     25833 |    32 | Louis_Pepe_2007 |
|  ThI | 5176.766637 |    1 |    156442 |    32 | Louis_Pepe_2007 |
|  ThI |  5177.35339 |    1 |     41096 |    32 | Louis_Pepe_2007 |
| ArII |  5177.67165 |    1 |     85146 |    32 | Louis_Pepe_2007 |
|  ThI | 5177.845355 |    1 |     78722 |    32 | Louis_Pepe_2007 |
|  ThI | 5178.916631 |    1 |     12980 |    32 | Louis_Pepe_2007 |
|  ThI | 5179.065377 |    1 |     71311 |    32 | Louis_Pepe_2007 |
