|  ion |        wave | NIST | amplitude | Instr |          Source |
|  ThI | 3992.859881 |    1 |     42645 |    32 | Louis_Pepe_2007 |
| ArII | 3993.182444 |    1 |     24284 |    32 | Louis_Pepe_2007 |
| ThII | 3993.402433 |    1 |      3548 |    32 | Louis_Pepe_2007 |
|  ThI | 3994.643787 |    1 |      2189 |    32 | Louis_Pepe_2007 |
| ThII | 3994.853109 |    1 |      1498 |    32 | Louis_Pepe_2007 |
| ThII | 3995.679076 |    1 |    123791 |    32 | Louis_Pepe_2007 |
| ArII | 3995.921696 |    1 |    243977 |    32 | Louis_Pepe_2007 |
| ThII | 3997.191596 |    1 |     11403 |    32 | Louis_Pepe_2007 |
|  ThI | 3997.799658 |    1 |      8783 |    32 | Louis_Pepe_2007 |
|  ThI | 3998.146834 |    1 |      7898 |    32 | Louis_Pepe_2007 |
| ThII | 3998.596827 |    1 |      2313 |    32 | Louis_Pepe_2007 |
| ThII | 3998.996148 |    1 |      8679 |    32 | Louis_Pepe_2007 |
|  ThI | 3999.191893 |    1 |      7463 |    32 | Louis_Pepe_2007 |
|  ThI | 3999.786833 |    1 |      3955 |    32 | Louis_Pepe_2007 |
|  ThI | 3999.863976 |    1 |     14877 |    32 | Louis_Pepe_2007 |
|  ThI | 4000.083056 |    1 |     18559 |    32 | Louis_Pepe_2007 |
| ArII | 4000.382891 |    1 |      5949 |    32 | Louis_Pepe_2007 |
|  ThI | 4001.411493 |    1 |     27314 |    32 | Louis_Pepe_2007 |
|  ThI | 4001.575865 |    1 |      4650 |    32 | Louis_Pepe_2007 |
|  ThI | 4001.878027 |    1 |      1808 |    32 | Louis_Pepe_2007 |
|  ThI | 4002.189233 |    1 |     82356 |    32 | Louis_Pepe_2007 |
| ArII | 4002.269278 |    1 |      1912 |    32 | Louis_Pepe_2007 |
| ThII | 4002.865774 |    1 |      3459 |    32 | Louis_Pepe_2007 |
|  ThI | 4003.025075 |    1 |     88946 |    32 | Louis_Pepe_2007 |
| ThII | 4004.237505 |    1 |      5995 |    32 | Louis_Pepe_2007 |
|  ThI | 4004.706475 |    1 |     14964 |    32 | Louis_Pepe_2007 |
|  ThI | 4006.225271 |    1 |     74528 |    32 | Louis_Pepe_2007 |
| ArII | 4006.494522 |    1 |     14183 |    32 | Louis_Pepe_2007 |
| ThII | 4006.661424 |    1 |      4598 |    32 | Louis_Pepe_2007 |
| ThII | 4006.707343 |    1 |      3604 |    32 | Louis_Pepe_2007 |
|  ThI | 4007.094427 |    1 |      8423 |    32 | Louis_Pepe_2007 |
| ThII | 4007.513322 |    1 |      6546 |    32 | Louis_Pepe_2007 |
| ThII | 4008.152304 |    1 |     13699 |    32 | Louis_Pepe_2007 |
| ThII | 4008.198095 |    1 |      1710 |    32 | Louis_Pepe_2007 |
|  ThI | 4009.343399 |    1 |    166675 |    32 | Louis_Pepe_2007 |
|  ThI | 4010.857225 |    1 |     12953 |    32 | Louis_Pepe_2007 |
|  ThI | 4010.953277 |    1 |     10349 |    32 | Louis_Pepe_2007 |
| ArII | 4012.343554 |    1 |      8616 |    32 | Louis_Pepe_2007 |
|  ThI | 4012.725677 |    1 |     37196 |    32 | Louis_Pepe_2007 |
|  ThI | 4013.326736 |    1 |      2781 |    32 | Louis_Pepe_2007 |
|  ThI | 4013.629652 |    1 |    294931 |    32 | Louis_Pepe_2007 |
| ArII | 4014.991336 |    1 |    161546 |    32 | Louis_Pepe_2007 |
|  ThI | 4015.851153 |    1 |     44482 |    32 | Louis_Pepe_2007 |
|  ThI | 4017.249289 |    1 |      2234 |    32 | Louis_Pepe_2007 |
| ThII | 4017.435593 |    1 |       818 |    32 | Louis_Pepe_2007 |
|  ThI | 4018.198215 |    1 |      7982 |    32 | Louis_Pepe_2007 |
|  ThI | 4018.393682 |    1 |      1887 |    32 | Louis_Pepe_2007 |
|  ThI | 4019.489015 |    1 |      1759 |    32 | Louis_Pepe_2007 |
|  ThI | 4019.645403 |    1 |       766 |    32 | Louis_Pepe_2007 |
| ThII | 4020.264771 |    1 |    506764 |    32 | Louis_Pepe_2007 |
|  ThI | 4021.490226 |    1 |     19055 |    32 | Louis_Pepe_2007 |
|  ThI | 4022.285872 |    1 |      6072 |    32 | Louis_Pepe_2007 |
|  ThI | 4022.887225 |    1 |      6394 |    32 | Louis_Pepe_2007 |
|  ThI | 4025.939677 |    1 |     84537 |    32 | Louis_Pepe_2007 |
| ThII | 4026.793331 |    1 |      8480 |    32 | Louis_Pepe_2007 |
| ThII | 4027.078919 |    1 |       861 |    32 | Louis_Pepe_2007 |
|  ThI | 4028.146805 |    1 |    138441 |    32 | Louis_Pepe_2007 |
| ThII | 4028.479167 |    1 |      2326 |    32 | Louis_Pepe_2007 |
|  ThI | 4028.684366 |    1 |      3399 |    32 | Louis_Pepe_2007 |
| ThII |  4028.78897 |    1 |      2427 |    32 | Louis_Pepe_2007 |
|  ThI | 4029.472649 |    1 |      4772 |    32 | Louis_Pepe_2007 |
|  ThI | 4029.772572 |    1 |       676 |    32 | Louis_Pepe_2007 |
| ThII | 4029.837038 |    1 |      1476 |    32 | Louis_Pepe_2007 |
| ThII | 4030.459475 |    1 |      1678 |    32 | Louis_Pepe_2007 |
| ThII | 4030.658982 |    1 |      2201 |    32 | Louis_Pepe_2007 |
|  ThI | 4030.796287 |    1 |     18001 |    32 | Louis_Pepe_2007 |
|  ThI | 4030.964897 |    1 |     41485 |    32 | Louis_Pepe_2007 |
|  ThI | 4031.352881 |    1 |      1516 |    32 | Louis_Pepe_2007 |
|  ThI | 4031.981462 |    1 |    534811 |    32 | Louis_Pepe_2007 |
|  ThI | 4033.735221 |    1 |     48281 |    32 | Louis_Pepe_2007 |
| ArII | 4034.947891 |    1 |    124005 |    32 | Louis_Pepe_2007 |
|  ThI | 4035.046172 |    1 |     52195 |    32 | Louis_Pepe_2007 |
| ThII | 4035.386199 |    1 |      7992 |    32 | Louis_Pepe_2007 |
|  ThI | 4036.016485 |    1 |      3524 |    32 | Louis_Pepe_2007 |
| ThII | 4036.061954 |    1 |      4696 |    32 | Louis_Pepe_2007 |
| ArII | 4036.600671 |    1 |     89409 |    32 | Louis_Pepe_2007 |
|  ThI | 4036.871007 |    1 |     11861 |    32 | Louis_Pepe_2007 |
|  ThI | 4037.188251 |    1 |    983847 |    32 | Louis_Pepe_2007 |
|  ThI | 4037.501485 |    1 |      6092 |    32 | Louis_Pepe_2007 |
| ThII | 4037.705972 |    1 |     65556 |    32 | Louis_Pepe_2007 |
|  ThI | 4038.702798 |    1 |     14678 |    32 | Louis_Pepe_2007 |
|  ThI | 4038.800705 |    1 |      1148 |    32 | Louis_Pepe_2007 |
|  ThI | 4039.370148 |    1 |     24650 |    32 | Louis_Pepe_2007 |
|  ThI | 4039.597928 |    1 |      5112 |    32 | Louis_Pepe_2007 |
|  ThI |   4039.7794 |    1 |       586 |    32 | Louis_Pepe_2007 |
| ArII | 4039.945965 |    1 |     20410 |    32 | Louis_Pepe_2007 |
|  ThI | 4040.164253 |    1 |      3215 |    32 | Louis_Pepe_2007 |
|  ThI | 4040.411249 |    1 |      2389 |    32 | Louis_Pepe_2007 |
|  ThI | 4041.007002 |    1 |     24082 |    32 | Louis_Pepe_2007 |
| ThII | 4041.534417 |    1 |      2877 |    32 | Louis_Pepe_2007 |
|  ThI | 4042.115118 |    1 |      3703 |    32 | Louis_Pepe_2007 |
| ThII | 4042.345131 |    1 |     15585 |    32 | Louis_Pepe_2007 |
| ArII |    4043.323 |    1 |      2977 |    32 | Louis_Pepe_2007 |
| ArII | 4044.036536 |    1 |    497782 |    32 | Louis_Pepe_2007 |
| ThII | 4044.272506 |    1 |     14641 |    32 | Louis_Pepe_2007 |
|  ThI | 4044.537355 |    1 |    189203 |    32 | Louis_Pepe_2007 |
|  ArI | 4045.560618 |    1 |    625223 |    32 | Louis_Pepe_2007 |
|  ThI |  4046.06949 |    1 |      9243 |    32 | Louis_Pepe_2007 |
|  ThI | 4046.369503 |    1 |      9582 |    32 | Louis_Pepe_2007 |
| ThII | 4046.770459 |    1 |      3044 |    32 | Louis_Pepe_2007 |
| ArII | 4046.819058 |    1 |     11543 |    32 | Louis_Pepe_2007 |
|  ArI | 4047.108417 |    1 |     51412 |    32 | Louis_Pepe_2007 |
|  ThI | 4047.394865 |    1 |      4422 |    32 | Louis_Pepe_2007 |
|  ThI | 4047.968371 |    1 |      3017 |    32 | Louis_Pepe_2007 |
|  ThI | 4048.203258 |    1 |      1377 |    32 | Louis_Pepe_2007 |
|  ThI | 4049.431203 |    1 |     25877 |    32 | Louis_Pepe_2007 |
|  ThI | 4049.576873 |    1 |     20645 |    32 | Louis_Pepe_2007 |
|  ThI | 4051.088594 |    1 |     62829 |    32 | Louis_Pepe_2007 |
| ArII | 4052.260814 |    1 |     15381 |    32 | Louis_Pepe_2007 |
|  ThI | 4052.643584 |    1 |     10292 |    32 | Louis_Pepe_2007 |
|  ThI | 4053.058489 |    1 |       643 |    32 | Louis_Pepe_2007 |
| ArII |  4054.06581 |    1 |    582359 |    32 | Louis_Pepe_2007 |
|  ThI | 4054.985927 |    1 |       478 |    32 | Louis_Pepe_2007 |
|  ThI | 4055.447164 |    1 |     12531 |    32 | Louis_Pepe_2007 |
|  ArI | 4055.671547 |    1 |     31092 |    32 | Louis_Pepe_2007 |
|  ThI | 4057.052213 |    1 |      2021 |    32 | Louis_Pepe_2007 |
|  ThI |  4057.15325 |    1 |      3727 |    32 | Louis_Pepe_2007 |
|  ThI | 4057.547008 |    1 |      1509 |    32 | Louis_Pepe_2007 |
|  ThI | 4057.781703 |    1 |      2479 |    32 | Louis_Pepe_2007 |
| ThII |  4058.47303 |    1 |      1564 |    32 | Louis_Pepe_2007 |
|  ThI | 4058.622958 |    1 |       719 |    32 | Louis_Pepe_2007 |
|  ThI | 4059.087002 |    1 |      5795 |    32 | Louis_Pepe_2007 |
|  ThI | 4060.081117 |    1 |      1186 |    32 | Louis_Pepe_2007 |
|  ThI | 4060.399318 |    1 |    102806 |    32 | Louis_Pepe_2007 |
|  ThI | 4061.208457 |    1 |      1989 |    32 | Louis_Pepe_2007 |
|  ThI |   4062.7721 |    1 |      3807 |    32 | Louis_Pepe_2007 |
|  ThI | 4062.921624 |    1 |       898 |    32 | Louis_Pepe_2007 |
|  ThI | 4064.554616 |    1 |    137565 |    32 | Louis_Pepe_2007 |
| ThII | 4064.839487 |    1 |      1726 |    32 | Louis_Pepe_2007 |
|  ThI | 4065.479346 |    1 |     43722 |    32 | Louis_Pepe_2007 |
| ArII | 4066.258289 |    1 |      1921 |    32 | Louis_Pepe_2007 |
|  ThI | 4066.699248 |    1 |      2361 |    32 | Louis_Pepe_2007 |
|  ThI | 4066.765281 |    1 |      5215 |    32 | Louis_Pepe_2007 |
|  ThI | 4067.037451 |    1 |      1699 |    32 | Louis_Pepe_2007 |
|  ThI | 4067.582294 |    1 |      1094 |    32 | Louis_Pepe_2007 |
|  ThI | 4067.970783 |    1 |      4588 |    32 | Louis_Pepe_2007 |
|  ThI | 4068.111336 |    1 |      1414 |    32 | Louis_Pepe_2007 |
|  ThI |  4068.59958 |    1 |     66072 |    32 | Louis_Pepe_2007 |
| ThII | 4069.025453 |    1 |      1517 |    32 | Louis_Pepe_2007 |
|  ThI | 4069.620435 |    1 |      1862 |    32 | Louis_Pepe_2007 |
|  ThI | 4069.853161 |    1 |      1330 |    32 | Louis_Pepe_2007 |
|  ThI | 4070.258648 |    1 |      2753 |    32 | Louis_Pepe_2007 |
| ThII |  4070.35098 |    1 |     53352 |    32 | Louis_Pepe_2007 |
| ThII |  4070.45101 |    1 |      1163 |    32 | Louis_Pepe_2007 |
| ThII | 4070.910056 |    1 |      2463 |    32 | Louis_Pepe_2007 |
|  ThI | 4071.189924 |    1 |      4506 |    32 | Louis_Pepe_2007 |
|  ThI | 4071.265407 |    1 |      1396 |    32 | Louis_Pepe_2007 |
|  ThI | 4071.387491 |    1 |     58466 |    32 | Louis_Pepe_2007 |
|  ThI | 4072.704464 |    1 |      3228 |    32 | Louis_Pepe_2007 |
| ArII | 4073.534713 |    1 |    245550 |    32 | Louis_Pepe_2007 |
| ThII | 4074.058701 |    1 |      1899 |    32 | Louis_Pepe_2007 |
|  ThI | 4074.155741 |    1 |      1886 |    32 | Louis_Pepe_2007 |
| ThII | 4074.861069 |    1 |      2038 |    32 | Louis_Pepe_2007 |
|  ThI | 4075.006607 |    1 |     26031 |    32 | Louis_Pepe_2007 |
|  ThI | 4075.112426 |    1 |      1823 |    32 | Louis_Pepe_2007 |
| ThII | 4075.792407 |    1 |      3010 |    32 | Louis_Pepe_2007 |
|  ThI | 4076.653713 |    1 |    118507 |    32 | Louis_Pepe_2007 |
| ThII | 4076.862426 |    1 |      2854 |    32 | Louis_Pepe_2007 |
|  ThI | 4077.057979 |    1 |     10086 |    32 | Louis_Pepe_2007 |
| ArII | 4077.779749 |    1 |    114277 |    32 | Louis_Pepe_2007 |
| ArII |  4078.09443 |    1 |     72142 |    32 | Louis_Pepe_2007 |
|  ThI | 4078.773707 |    1 |      2379 |    32 | Louis_Pepe_2007 |
|  ThI | 4079.376642 |    1 |       754 |    32 | Louis_Pepe_2007 |
|  ThI | 4079.452843 |    1 |      5557 |    32 | Louis_Pepe_2007 |
| ThII | 4080.286938 |    1 |      1655 |    32 | Louis_Pepe_2007 |
| ThII | 4081.445193 |    1 |      1408 |    32 | Louis_Pepe_2007 |
|  ThI | 4081.510184 |    1 |     32444 |    32 | Louis_Pepe_2007 |
|  ThI | 4082.520171 |    1 |     55220 |    32 | Louis_Pepe_2007 |
|  ThI | 4082.744085 |    1 |      6878 |    32 | Louis_Pepe_2007 |
| ThII | 4083.411386 |    1 |      3875 |    32 | Louis_Pepe_2007 |
| ArII | 4083.540231 |    1 |    111710 |    32 | Louis_Pepe_2007 |
| ThII | 4084.541189 |    1 |       676 |    32 | Louis_Pepe_2007 |
|  ThI | 4084.621705 |    1 |    102976 |    32 | Louis_Pepe_2007 |
| ThII |  4085.64955 |    1 |       490 |    32 | Louis_Pepe_2007 |
| ThII | 4086.195678 |    1 |     41152 |    32 | Louis_Pepe_2007 |
|  ThI | 4086.409475 |    1 |     19301 |    32 | Louis_Pepe_2007 |
|  ThI | 4086.587059 |    1 |     58357 |    32 | Louis_Pepe_2007 |
|  ThI | 4087.199732 |    1 |      1923 |    32 | Louis_Pepe_2007 |
| ThII | 4087.567334 |    1 |      1663 |    32 | Louis_Pepe_2007 |
| ThII | 4087.674185 |    1 |    191722 |    32 | Louis_Pepe_2007 |
|  ThI | 4088.318806 |    1 |      4326 |    32 | Louis_Pepe_2007 |
|  ThI | 4088.438574 |    1 |     35066 |    32 | Louis_Pepe_2007 |
|  ThI | 4089.782614 |    1 |      6742 |    32 | Louis_Pepe_2007 |
|  ThI | 4089.880444 |    1 |     43776 |    32 | Louis_Pepe_2007 |
|  ThI | 4090.291899 |    1 |     72039 |    32 | Louis_Pepe_2007 |
|  ThI | 4092.502039 |    1 |      7878 |    32 | Louis_Pepe_2007 |
| ThII |  4092.68416 |    1 |      1125 |    32 | Louis_Pepe_2007 |
|  ThI | 4092.744336 |    1 |      3307 |    32 | Louis_Pepe_2007 |
|  ThI | 4092.891443 |    1 |      5421 |    32 | Louis_Pepe_2007 |
|  ThI |  4093.14201 |    1 |      4257 |    32 | Louis_Pepe_2007 |
| ThII | 4094.547535 |    1 |      5371 |    32 | Louis_Pepe_2007 |
|  ThI | 4094.827083 |    1 |     35948 |    32 | Louis_Pepe_2007 |
| ThII |  4095.90315 |    1 |    211839 |    32 | Louis_Pepe_2007 |
|  ThI | 4096.057052 |    1 |      7483 |    32 | Louis_Pepe_2007 |
|  ThI | 4097.232644 |    1 |     39883 |    32 | Louis_Pepe_2007 |
|  ThI | 4098.090364 |    1 |      1239 |    32 | Louis_Pepe_2007 |
| ArII |  4098.29271 |    1 |     51465 |    32 | Louis_Pepe_2007 |
| ArII |   4098.3593 |    1 |     20690 |    32 | Louis_Pepe_2007 |
|  ThI | 4098.903818 |    1 |    244936 |    32 | Louis_Pepe_2007 |
| ThII | 4100.089852 |    1 |     13038 |    32 | Louis_Pepe_2007 |
| ArII | 4100.612832 |    1 |     10962 |    32 | Louis_Pepe_2007 |
|  ThI | 4100.709257 |    1 |     12489 |    32 | Louis_Pepe_2007 |
|  ThI | 4100.838712 |    1 |      2843 |    32 | Louis_Pepe_2007 |
|  ThI | 4101.150432 |    1 |      3808 |    32 | Louis_Pepe_2007 |
|  ThI | 4101.498481 |    1 |    605291 |    32 | Louis_Pepe_2007 |
|  ThI | 4102.076271 |    1 |     10466 |    32 | Louis_Pepe_2007 |
|  ThI | 4103.775563 |    1 |     43718 |    32 | Louis_Pepe_2007 |
|  ThI | 4103.977139 |    1 |      5793 |    32 | Louis_Pepe_2007 |
| ThII | 4104.267777 |    1 |       890 |    32 | Louis_Pepe_2007 |
| ThII | 4104.419964 |    1 |      1762 |    32 | Louis_Pepe_2007 |
| ArII | 4104.990674 |    1 |    253450 |    32 | Louis_Pepe_2007 |
| ArII | 4105.070326 |    1 |    560599 |    32 | Louis_Pepe_2007 |
| ThII | 4105.539847 |    1 |     10536 |    32 | Louis_Pepe_2007 |
| ThII | 4106.636662 |    1 |      2771 |    32 | Louis_Pepe_2007 |
|  ThI | 4107.194262 |    1 |      2828 |    32 | Louis_Pepe_2007 |
|  ThI | 4108.445362 |    1 |     11986 |    32 | Louis_Pepe_2007 |
| ThII | 4108.530791 |    1 |      2566 |    32 | Louis_Pepe_2007 |
| ThII | 4108.949524 |    1 |      2102 |    32 | Louis_Pepe_2007 |
|  ThI | 4109.020469 |    1 |     27104 |    32 | Louis_Pepe_2007 |
|  ThI | 4109.343811 |    1 |      1045 |    32 | Louis_Pepe_2007 |
| ThII |  4109.57906 |    1 |    110300 |    32 | Louis_Pepe_2007 |
|  ThI | 4110.483198 |    1 |     63418 |    32 | Louis_Pepe_2007 |
| ThII | 4111.236131 |    1 |       702 |    32 | Louis_Pepe_2007 |
|  ThI | 4111.330468 |    1 |       855 |    32 | Louis_Pepe_2007 |
| ThII | 4111.673345 |    1 |      3333 |    32 | Louis_Pepe_2007 |
| ThII | 4111.795314 |    1 |     11722 |    32 | Louis_Pepe_2007 |
|  ThI | 4111.986747 |    1 |     54594 |    32 | Louis_Pepe_2007 |
| ThII | 4112.131433 |    1 |       387 |    32 | Louis_Pepe_2007 |
| ThII | 4112.294779 |    1 |      1466 |    32 | Louis_Pepe_2007 |
|  ThI | 4112.775896 |    1 |      2421 |    32 | Louis_Pepe_2007 |
|  ThI | 4113.266309 |    1 |      2813 |    32 | Louis_Pepe_2007 |
| ThII | 4113.478078 |    1 |      1683 |    32 | Louis_Pepe_2007 |
| ThII | 4114.718715 |    1 |      2537 |    32 | Louis_Pepe_2007 |
|  ThI | 4114.917278 |    1 |       516 |    32 | Louis_Pepe_2007 |
|  ThI | 4115.035241 |    1 |      2520 |    32 | Louis_Pepe_2007 |
|  ThI |  4115.22108 |    1 |       804 |    32 | Louis_Pepe_2007 |
| ArII | 4115.650639 |    1 |      2476 |    32 | Louis_Pepe_2007 |
| ThII | 4116.814769 |    1 |       811 |    32 | Louis_Pepe_2007 |
|  ThI | 4116.920073 |    1 |    141174 |    32 | Louis_Pepe_2007 |
| ArII |  4117.53471 |    1 |      6808 |    32 | Louis_Pepe_2007 |
| ThII | 4117.874932 |    1 |    123014 |    32 | Louis_Pepe_2007 |
|  ThI | 4119.386411 |    1 |       743 |    32 | Louis_Pepe_2007 |
|  ThI | 4119.651774 |    1 |     11713 |    32 | Louis_Pepe_2007 |
|  ThI | 4121.524708 |    1 |      2269 |    32 | Louis_Pepe_2007 |
|  ThI | 4121.572095 |    1 |      2778 |    32 | Louis_Pepe_2007 |
| ThII | 4123.018042 |    1 |      1316 |    32 | Louis_Pepe_2007 |
| ThII | 4124.128831 |    1 |      1650 |    32 | Louis_Pepe_2007 |
| ThII |  4124.69358 |    1 |      7234 |    32 | Louis_Pepe_2007 |
|  ThI | 4124.764664 |    1 |     17496 |    32 | Louis_Pepe_2007 |
|  ThI | 4124.889268 |    1 |     12372 |    32 | Louis_Pepe_2007 |
|  ThI | 4125.204201 |    1 |     15210 |    32 | Louis_Pepe_2007 |
|  ThI | 4125.272221 |    1 |       867 |    32 | Louis_Pepe_2007 |
| ThII | 4125.677348 |    1 |      1444 |    32 | Louis_Pepe_2007 |
| ThII |  4125.82994 |    1 |      1735 |    32 | Louis_Pepe_2007 |
|  ThI | 4128.507536 |    1 |      8582 |    32 | Louis_Pepe_2007 |
|  ThI | 4129.214517 |    1 |     16661 |    32 | Louis_Pepe_2007 |
| ArII |  4129.80477 |    1 |     35929 |    32 | Louis_Pepe_2007 |
| ArII | 4130.847233 |    1 |     11216 |    32 | Louis_Pepe_2007 |
| ThII | 4131.080951 |    1 |       505 |    32 | Louis_Pepe_2007 |
|  ThI | 4132.167339 |    1 |    182454 |    32 | Louis_Pepe_2007 |
|  ThI | 4132.373701 |    1 |      3993 |    32 | Louis_Pepe_2007 |
| ThII | 4132.595528 |    1 |      8622 |    32 | Louis_Pepe_2007 |
|  ThI | 4133.571623 |    1 |      1058 |    32 | Louis_Pepe_2007 |
|  ThI | 4133.786331 |    1 |     15353 |    32 | Louis_Pepe_2007 |
| ThII |  4133.91844 |    1 |     37795 |    32 | Louis_Pepe_2007 |
|  ThI | 4135.123535 |    1 |     24432 |    32 | Louis_Pepe_2007 |
|  ThI | 4135.233665 |    1 |    232856 |    32 | Louis_Pepe_2007 |
|  ThI |  4135.49001 |    1 |     15436 |    32 | Louis_Pepe_2007 |
|  ThI | 4136.465578 |    1 |       933 |    32 | Louis_Pepe_2007 |
|  ThI | 4136.646223 |    1 |     27634 |    32 | Louis_Pepe_2007 |
|  ThI | 4137.298025 |    1 |      2000 |    32 | Louis_Pepe_2007 |
|  ThI | 4137.451955 |    1 |     25138 |    32 | Louis_Pepe_2007 |
|  ThI | 4139.207662 |    1 |     26433 |    32 | Louis_Pepe_2007 |
|  ThI | 4139.942475 |    1 |      3286 |    32 | Louis_Pepe_2007 |
| ThII | 4140.008976 |    1 |      1750 |    32 | Louis_Pepe_2007 |
|  ThI | 4140.056908 |    1 |      4582 |    32 | Louis_Pepe_2007 |
|  ThI | 4140.480334 |    1 |      1179 |    32 | Louis_Pepe_2007 |
| ThII | 4141.402665 |    1 |     25165 |    32 | Louis_Pepe_2007 |
| ThII | 4141.552612 |    1 |      8169 |    32 | Louis_Pepe_2007 |
| ThII | 4142.799359 |    1 |      4667 |    32 | Louis_Pepe_2007 |
|  ThI | 4142.887298 |    1 |      4007 |    32 | Louis_Pepe_2007 |
|  ThI | 4143.493218 |    1 |     16962 |    32 | Louis_Pepe_2007 |
| ThII |  4143.64289 |    1 |     18332 |    32 | Louis_Pepe_2007 |
| ThII | 4143.869238 |    1 |     70366 |    32 | Louis_Pepe_2007 |
| ThII | 4144.143472 |    1 |       942 |    32 | Louis_Pepe_2007 |
|  ThI | 4144.505588 |    1 |      1686 |    32 | Louis_Pepe_2007 |
| ArII | 4145.412334 |    1 |      5735 |    32 | Louis_Pepe_2007 |
|  ThI | 4145.507925 |    1 |      5697 |    32 | Louis_Pepe_2007 |
|  ThI | 4145.624037 |    1 |      1468 |    32 | Louis_Pepe_2007 |
|  ThI | 4145.743375 |    1 |      3884 |    32 | Louis_Pepe_2007 |
|  ThI | 4146.217162 |    1 |      1240 |    32 | Louis_Pepe_2007 |
|  ThI | 4146.466001 |    1 |      2829 |    32 | Louis_Pepe_2007 |
|  ThI | 4148.139177 |    1 |      1463 |    32 | Louis_Pepe_2007 |
| ArII | 4148.550434 |    1 |      1852 |    32 | Louis_Pepe_2007 |
|  ThI |  4148.71002 |    1 |      7166 |    32 | Louis_Pepe_2007 |
| ThII |  4149.19562 |    1 |       806 |    32 | Louis_Pepe_2007 |
| ThII | 4149.351433 |    1 |     19352 |    32 | Louis_Pepe_2007 |
| ThII | 4149.516868 |    1 |      3040 |    32 | Louis_Pepe_2007 |
|  ThI | 4150.000693 |    1 |      7323 |    32 | Louis_Pepe_2007 |
| ThII | 4151.157539 |    1 |     24078 |    32 | Louis_Pepe_2007 |
|  ThI | 4151.259214 |    1 |     52904 |    32 | Louis_Pepe_2007 |
| ThII | 4151.538948 |    1 |       858 |    32 | Louis_Pepe_2007 |
| ThII | 4151.653955 |    1 |       616 |    32 | Louis_Pepe_2007 |
|  ThI | 4151.769754 |    1 |      1278 |    32 | Louis_Pepe_2007 |
|  ThI | 4152.315995 |    1 |      5710 |    32 | Louis_Pepe_2007 |
|  ThI | 4154.379073 |    1 |      1128 |    32 | Louis_Pepe_2007 |
|  ThI | 4154.745357 |    1 |      2873 |    32 | Louis_Pepe_2007 |
|  ThI | 4155.892027 |    1 |     19537 |    32 | Louis_Pepe_2007 |
|  ThI | 4156.183566 |    1 |       905 |    32 | Louis_Pepe_2007 |
| ArII | 4157.257546 |    1 |     94769 |    32 | Louis_Pepe_2007 |
| ThII | 4157.687929 |    1 |     24715 |    32 | Louis_Pepe_2007 |
|  ThI | 4158.532573 |    1 |      6013 |    32 | Louis_Pepe_2007 |
|  ThI | 4158.568805 |    1 |     14262 |    32 | Louis_Pepe_2007 |
|  ThI | 4160.326509 |    1 |      6713 |    32 | Louis_Pepe_2007 |
| ThII |  4160.83344 |    1 |      6135 |    32 | Louis_Pepe_2007 |
|  ThI | 4160.940669 |    1 |      4374 |    32 | Louis_Pepe_2007 |
| ThII | 4162.761991 |    1 |      1075 |    32 | Louis_Pepe_2007 |
|  ThI | 4162.912173 |    1 |     21431 |    32 | Louis_Pepe_2007 |
|  ThI | 4163.682275 |    1 |     48865 |    32 | Louis_Pepe_2007 |
| ThII | 4163.852121 |    1 |      6137 |    32 | Louis_Pepe_2007 |
|  ThI | 4163.955744 |    1 |      8450 |    32 | Louis_Pepe_2007 |
| ThII | 4164.353692 |    1 |      1149 |    32 | Louis_Pepe_2007 |
| ThII | 4164.820596 |    1 |     12528 |    32 | Louis_Pepe_2007 |
