# Creation Date: 2023-10-30
# taken from linelist in https://www2.keck.hawaii.edu/inst/hires/observing.html
# and plots in https://www2.keck.hawaii.edu/inst/hires/ThAr_atlas.html
# converted to vacuum, and matched to NIST,
# see dev_algorithms/wavelengths/hires_ThAr_linelist/create_hires_ThAr_list.py in PypeIt-development-suite
# for wavelength ranges not covered in the Keck webpage, we use NIST+MURPHY from ThAr_lines.dat
|    ion |       wave | NIST | Instr | amplitude |      Source |
|   Th I |  3537.0212 |    1 |     0 |       590 |   Keck+NIST |
|  Th II |  3538.1704 |    1 |     0 |       610 |   Keck+NIST |
|  Th II |  3540.3335 |    1 |     0 |      1700 |   Keck+NIST |
|  Th II |  3540.5986 |    1 |     0 |      7200 |   Keck+NIST |
|   Th I |  3540.8515 |    1 |     0 |       550 |   Keck+NIST |
|  Th II |  3542.6277 |    1 |     0 |       240 |   Keck+NIST |
|   Th I |  3543.5099 |    1 |     0 |       930 |   Keck+NIST |
|  Ar II |  3544.1591 |    1 |     0 |        26 |   Keck+NIST |
|   Th I |  3545.0304 |    1 |     0 |      2100 |   Keck+NIST |
|  Th II |  3546.2980 |    1 |     0 |       580 |   Keck+NIST |
|  Ar II |  3546.6083 |    1 |     0 |       891 |   Keck+NIST |
|  Ar II |  3546.8562 |    1 |     0 |       794 |   Keck+NIST |
|   Th I |  3548.3510 |    1 |     0 |      1600 |   Keck+NIST |
|   Th I |  3548.9309 |    1 |     0 |       460 |   Keck+NIST |
|  Ar II |  3549.5279 |    1 |     0 |       195 |   Keck+NIST |
|   Th I |  3550.6098 |    1 |     0 |      2700 |   Keck+NIST |
|   Th I |  3551.7326 |    1 |     0 |       680 |   Keck+NIST |
|   Th I |  3552.4163 |    1 |     0 |      3800 |   Keck+NIST |
|  Th II |  3554.1251 |    1 |     0 |       690 |   Keck+NIST |
|   Ar I |  3555.3210 |    1 |     0 |         7 |   Keck+NIST |
|   Th I |  3556.0288 |    1 |     0 |      2800 |   Keck+NIST |
|   Th I |  3556.7201 |    1 |     0 |       830 |   Keck+NIST |
|  Th II |  3557.3301 |    1 |     0 |       160 |   Keck+NIST |
